ID,Estado,ClienteID,FechaInicio
69ed697d2e033c73a817d731,En proceso,69ed697d2e033c73a817d705,2026-04-15T21:25:17.502
69ee9883049e5f7ef5b69481,En proceso,69eca6b2a575d676ace66ea0,2026-04-26T18:58:11.077
69ef6b71b6eb067c9e060db3,En proceso,69eca6b2a575d676ace66ea0,2026-04-27T09:58:09.283
69ef778801cc8bb62e2b8116,En proceso,69eca6b2a575d676ace66ea0,2026-04-27T10:49:44.249
69ef7a597293dae55f833f43,En proceso,69eca6b2a575d676ace66ea0,2026-04-27T11:01:45.918
